key	depth_1	frequency_1	depth_2	frequency_2
chr20:8440864-8440864	50	0.3400	9	0.6667
chr20:8537567-8537567	20	0.0000	11	0.0000
chr20:6013250-6013250	8	0.7500	16	0.8125
chr20:7890432-7890432	30	0.2000	20	0.2500
chr20:9026565-9026565	49	0.0000	8	0.0000
chr20:6415652-6415652	48	0.0000	13	0.0000
chr20:9945834-9945834	31	0.9355	17	0.9412
chr20:9796783-9796783	36	0.5278	18	0.2222
chr20:7420938-7420938	60	0.0167	22	0.0909
chr20:8289751-8289751	20	0.0500	10	0.2000
chr20:6274046-6274046	48	0.0417	18	0.0556
chr20:9143214-9143214	39	0.0000	17	0.1176
chr20:8586144-8586144	36	0.2500	13	0.3077
chr20:9251941-9251941	95	0.2737	20	0.5000
chr20:8507399-8507399	57	0.4386	10	0.1000
chr20:9678594-9678594	24	0.0417	19	0.1579
chr20:7043801-7043801	64	0.0781	18	0.0000
chr20:9350047-9350047	28	0.6786	17	0.7059
chr20:8999942-8999942	28	0.3571	13	0.2308
chr20:7744738-7744738	27	0.1111	18	0.3333
chr20:9601824-9601824	38	0.0000	14	0.2143
chr20:9032363-9032363	42	0.0714	10	0.1000
chr20:8986384-8986384	18	0.8889	22	0.9545
chr20:8435655-8435655	49	0.8776	12	0.7500
chr20:8668609-8668609	22	0.0455	18	0.1667
chr20:6766791-6766791	34	0.6765	25	0.6400
chr20:7028355-7028355	52	0.1731	11	0.2727
chr20:9638169-9638169	38	0.0263	15	0.0667
chr20:7148467-7148467	36	0.1111	19	0.1579
chr20:8139154-8139154	13	0.3077	11	0.4545
chr20:8041072-8041072	27	0.8148	16	0.8750
chr20:7680196-7680196	16	0.1250	21	0.2857
chr20:6052824-6052824	9	0.0000	20	0.0000
chr20:6596111-6596111	42	0.0000	11	0.0000
chr20:7997690-7997690	46	0.9783	19	0.9474
chr20:7306482-7306482	35	0.1143	11	0.0909
chr20:7349247-7349247	39	0.7179	19	0.6842
chr20:8526555-8526555	52	0.7500	16	0.4375
chr20:8826321-8826321	21	0.1429	16	0.5625
chr20:7561946-7561946	40	0.0500	25	0.2800
chr20:6533286-6533286	49	0.0408	14	0.2143
chr20:7990166-7990166	21	1.0000	24	0.8333
chr20:9979283-9979283	26	0.8462	10	1.0000
chr20:9482140-9482140	42	0.4048	13	0.8462
chr20:6078739-6078739	22	0.1364	16	0.1250
chr20:8140337-8140337	50	0.7200	17	0.5294
chr20:8313064-8313064	46	0.7174	9	0.8889
chr20:9235823-9235823	41	0.0244	9	0.1111
chr20:8168540-8168540	35	1.0000	21	0.6667
chr20:9244903-9244903	40	0.0250	19	0.0000
chr20:7741358-7741358	33	0.0000	26	0.0385
chr20:8936570-8936570	17	0.0588	15	0.0667
chr20:6383634-6383634	42	0.0714	13	0.3846
chr20:6099402-6099402	12	0.3333	17	0.1765
chr20:8601253-8601253	37	0.9730	14	0.8571
chr20:8543086-8543086	48	0.7083	21	1.0000
chr20:8761431-8761431	46	0.7391	21	0.8571
chr20:8595926-8595926	18	0.6667	19	0.7895
chr20:8311521-8311521	25	0.0000	20	0.0000
chr20:9254651-9254651	30	0.4000	18	0.2222
chr20:7980384-7980384	28	0.8571	10	1.0000
chr20:8305667-8305667	29	0.0690	9	0.2222
chr20:8343029-8343029	23	0.2609	30	0.3000
chr20:8713290-8713290	28	0.3929	25	0.4000
chr20:9523417-9523417	45	0.5333	17	0.5294
chr20:8601905-8601905	21	0.8095	12	0.9167
chr20:6893920-6893920	32	0.5000	9	0.8889
chr20:8635359-8635359	13	0.3077	17	0.1765
chr20:7941312-7941312	33	0.1515	10	0.0000
chr20:9137227-9137227	38	0.0789	19	0.1579
chr20:8713256-8713256	25	0.2000	17	0.2941
chr20:8974732-8974732	29	0.0690	19	0.0526
chr20:6641860-6641860	56	0.0357	20	0.0000
chr20:9511461-9511461	47	0.2766	15	0.2000
chr20:8432704-8432704	32	0.8438	23	0.9130
chr20:6876207-6876207	24	0.1667	16	0.0625
chr20:6694945-6694945	23	0.0000	24	0.0000
chr20:8741018-8741018	34	0.3824	11	0.5455
chr20:8059126-8059126	8	0.2500	13	0.6154
chr20:8111721-8111721	15	0.0667	8	0.1250
chr20:8628379-8628379	42	0.0238	13	0.0000
chr20:7041402-7041402	61	0.1311	20	0.1500
chr20:6541923-6541923	31	0.0323	15	0.0000
chr20:8098584-8098584	45	0.0444	14	0.1429
chr20:6366732-6366732	46	0.0000	20	0.0000
chr20:7647265-7647265	25	0.0400	8	0.1250
chr20:7027157-7027157	23	0.3478	17	0.2941
chr20:6030103-6030103	38	1.0000	20	1.0000
chr20:8728930-8728930	62	0.2903	17	0.0588
chr20:8944636-8944636	49	0.7959	18	0.9444
chr20:7554483-7554483	53	0.0000	14	0.2143
chr20:6747131-6747131	29	0.0000	14	0.0000
chr20:8067935-8067935	53	0.5094	10	0.5000
chr20:8052805-8052805	49	0.7551	20	0.7000
chr20:7299753-7299753	49	0.7143	16	0.6250
chr20:6658248-6658248	57	0.4912	18	0.3333
chr20:7645589-7645589	45	0.9111	9	0.6667
chr20:6216436-6216436	39	0.0513	16	0.2500
chr20:6517378-6517378	42	0.0000	18	0.0000
chr20:9462009-9462009	25	0.0000	9	0.1111
chr20:8321602-8321602	35	0.8286	25	0.6800
chr20:7796856-7796856	47	0.1489	15	0.0667
chr20:7816955-7816955	33	0.0000	11	0.1818
chr20:7882432-7882432	29	0.1034	8	0.3750
chr20:6577606-6577606	23	0.0000	20	0.0500
chr20:6370901-6370901	25	0.3200	9	0.7778
chr20:8435570-8435570	28	0.3214	13	0.3846
chr20:6267676-6267676	20	0.0000	6	0.0000
chr20:9162089-9162089	54	0.0000	17	0.0588
chr20:8641504-8641504	35	0.7429	12	0.7500
chr20:7670283-7670283	19	0.0000	14	0.0000
chr20:8417186-8417186	11	1.0000	21	0.7619
chr20:7834823-7834823	39	0.0000	14	0.0714
chr20:6964717-6964717	58	0.0172	27	0.1111
chr20:6992035-6992035	32	0.7500	12	0.8333
chr20:8961854-8961854	15	0.8000	8	1.0000
chr20:6890208-6890208	35	0.0000	17	0.0000
chr20:8307777-8307777	28	0.7143	13	0.8462
chr20:8047767-8047767	20	0.8500	19	0.6842
chr20:7980415-7980415	29	0.9310	12	1.0000
chr20:7581994-7581994	34	0.0000	25	0.0400
chr20:9953516-9953516	42	0.0000	9	0.2222
chr20:6534124-6534124	34	0.7353	13	0.4615
chr20:8038491-8038491	54	0.6481	19	0.6316
chr20:7506525-7506525	22	0.0455	14	0.1429
chr20:8402736-8402736	14	1.0000	19	0.8947
chr20:8674464-8674464	14	0.1429	16	0.1250
chr20:6436342-6436342	45	0.1778	17	0.7647
chr20:7596063-7596063	7	0.0000	17	0.1176
chr20:8391447-8391447	74	0.9730	16	0.9375
chr20:9247271-9247271	49	0.0000	25	0.0400
chr20:8650680-8650680	47	0.5319	9	0.5556
chr20:8713653-8713653	53	0.0377	10	0.1000
chr20:9393653-9393653	37	0.1892	23	0.0870
chr20:8328415-8328415	49	0.0816	12	0.2500
chr20:6055914-6055914	26	0.8462	19	0.6842
chr20:6074839-6074839	32	0.5625	13	0.3846
chr20:6447048-6447048	40	0.0000	18	0.0000
chr20:8360146-8360146	36	0.0000	32	0.0000
chr20:8931150-8931150	36	0.0000	17	0.0588
chr20:9706268-9706268	30	0.1333	15	0.1333
chr20:7428989-7428989	29	0.3793	21	0.5714
chr20:7254071-7254071	32	0.2500	14	0.4286
chr20:7787860-7787860	11	0.5455	9	0.5556
chr20:6166187-6166187	12	0.5000	11	0.7273
chr20:9252361-9252361	60	0.0667	24	0.0833
chr20:6383000-6383000	33	0.4848	11	0.6364
chr20:7965577-7965577	16	0.0000	17	0.0000
chr20:8853864-8853864	17	0.0588	11	0.0000
chr20:8703471-8703471	35	0.1714	21	0.2857
chr20:6217999-6217999	11	0.3636	15	0.2667
chr20:6839229-6839229	30	0.2667	18	0.2222
chr20:7863487-7863487	41	0.9024	13	0.9231
chr20:7706160-7706160	24	0.3333	18	0.2778
chr20:7797388-7797388	59	0.0339	12	0.0000
chr20:9934135-9934135	42	0.1667	14	0.1429
chr20:6862816-6862816	83	0.3494	14	0.2143
chr20:6444888-6444888	87	0.2874	33	0.3030
chr20:9171883-9171883	37	0.1622	21	0.0952
chr20:9427866-9427866	24	0.9167	9	0.8889
chr20:9923244-9923244	16	0.0000	13	0.1538
chr20:6056131-6056131	27	0.9259	16	0.9375
chr20:8674710-8674710	28	0.8571	19	0.8421
chr20:6030974-6030974	36	0.8889	14	1.0000
chr20:6840218-6840218	51	0.0196	11	0.0000
chr20:7787593-7787593	44	0.8182	15	0.8667
chr20:9580249-9580249	18	0.4444	14	0.3571
chr20:7723256-7723256	47	0.6383	14	0.5714
chr20:7227215-7227215	43	0.0000	19	0.1053
chr20:6611294-6611294	16	0.1875	7	0.2857
chr20:8738035-8738035	60	0.2333	13	0.3846
chr20:8795481-8795481	43	0.4186	19	0.2105
chr20:6056197-6056197	23	0.0000	22	0.1818
chr20:7006945-7006945	49	0.1020	23	0.1304
chr20:7344460-7344460	55	0.6182	19	0.9474
chr20:6437722-6437722	50	0.2000	8	0.7500
chr20:8894921-8894921	24	0.0833	13	0.0000
chr20:7418026-7418026	35	0.0000	20	0.0500
chr20:6853773-6853773	40	0.0500	18	0.0556
chr20:8826354-8826354	17	0.0000	26	0.1154
chr20:9516286-9516286	15	0.0000	22	0.1364
chr20:6766703-6766703	23	0.3478	21	0.6190
chr20:8825828-8825828	46	0.1087	16	0.2500
chr20:8322869-8322869	38	0.0263	18	0.0000
chr20:9370632-9370632	25	0.2000	12	0.3333
chr20:7844392-7844392	36	0.0000	12	0.0000
chr20:9971861-9971861	27	0.1852	7	0.1429
chr20:6217188-6217188	61	0.0000	13	0.0769
chr20:9761115-9761115	18	0.0000	5	0.2000
chr20:6166602-6166602	23	0.3043	10	0.3000
chr20:7679192-7679192	50	0.8000	19	1.0000
chr20:6687774-6687774	36	0.9444	20	0.8500
chr20:9803108-9803108	34	0.8529	10	0.7000
chr20:6218881-6218881	34	0.9118	15	0.6667
chr20:8617541-8617541	49	0.1020	10	0.3000
chr20:6423102-6423102	37	0.7838	21	0.5714
chr20:8636779-8636779	31	0.4194	14	0.5714
chr20:9924111-9924111	18	0.2222	11	0.2727
chr20:9651562-9651562	55	0.0364	24	0.0000
chr20:8603431-8603431	32	0.5938	13	0.7692
chr20:8191220-8191220	47	0.7660	18	0.7778
chr20:8183009-8183009	52	0.0000	8	0.0000
chr20:6089934-6089934	29	0.9655	13	0.8462
chr20:7828267-7828267	43	0.0233	16	0.0000
chr20:9658521-9658521	35	0.0000	11	0.0000
chr20:9339749-9339749	53	0.0000	20	0.0000
chr20:7216808-7216808	32	0.1250	11	0.1818
chr20:7273123-7273123	41	0.1463	9	0.3333
chr20:9026790-9026790	36	0.0000	14	0.0000
chr20:8575489-8575489	44	0.9318	21	0.7143
chr20:8516204-8516204	32	0.0625	15	0.0000
chr20:6922883-6922883	33	0.4242	11	0.4545
chr20:7060691-7060691	41	0.3171	7	0.1429
chr20:8731419-8731419	63	0.1270	18	0.0556
chr20:9463908-9463908	40	0.1750	21	0.4762
chr20:8890888-8890888	57	0.2456	10	0.6000
chr20:7945497-7945497	43	0.0233	18	0.0556
chr20:7195876-7195876	40	0.2250	16	0.0625
chr20:8919178-8919178	5	0.8000	12	0.7500
chr20:7045734-7045734	45	0.4000	14	0.2857
chr20:9890541-9890541	34	0.8824	14	0.9286
chr20:8478225-8478225	61	1.0000	15	0.9333
chr20:6730331-6730331	22	0.9545	19	0.8947
chr20:7938273-7938273	36	0.4722	15	0.4000
chr20:6322221-6322221	33	0.5455	9	0.4444
chr20:9448169-9448169	47	0.2766	19	0.2105
chr20:9457428-9457428	64	0.0000	19	0.0526
chr20:6061980-6061980	44	0.2955	15	0.2667
chr20:6995763-6995763	18	0.0000	12	0.1667
chr20:8836576-8836576	28	0.0000	17	0.0000
chr20:9597598-9597598	27	0.0741	15	0.4000
chr20:6957323-6957323	61	0.5246	28	0.5714
chr20:6157802-6157802	15	0.0000	19	0.1053
chr20:7890074-7890074	41	0.7561	20	0.9000
chr20:6936870-6936870	27	0.0370	9	0.1111
chr20:9227531-9227531	43	0.6744	18	0.7222
chr20:8770676-8770676	33	0.6364	19	0.4211
chr20:6927037-6927037	15	0.3333	3	0.0000
chr20:7270424-7270424	53	0.0943	11	0.0909
chr20:7770740-7770740	51	0.0000	21	0.0000
chr20:8120688-8120688	34	0.2353	12	0.3333
chr20:9978153-9978153	74	0.9730	14	0.9286
chr20:6021837-6021837	70	0.9571	8	0.6250
chr20:6055742-6055742	15	0.7333	22	0.6818
chr20:6749510-6749510	30	0.6000	5	0.8000
chr20:7931496-7931496	44	0.7727	17	0.7059
chr20:8145441-8145441	62	0.4839	5	0.8000
chr20:6388429-6388429	37	0.0000	18	0.0556
chr20:9165414-9165414	53	0.7925	23	0.7826
chr20:9577049-9577049	35	0.8857	10	1.0000
chr20:7914933-7914933	31	0.0323	17	0.0588
chr20:9434563-9434563	29	0.5172	18	0.2778
chr20:9847211-9847211	17	0.6471	5	0.6000
chr20:6386515-6386515	31	0.3226	11	0.4545
chr20:6320482-6320482	20	0.0500	8	0.0000
chr20:7893532-7893532	29	0.5172	15	0.3333
chr20:9873935-9873935	33	0.0000	21	0.0000
chr20:7621286-7621286	36	0.4722	6	0.5000
chr20:9712674-9712674	49	0.4898	18	0.3333
chr20:9486676-9486676	45	0.0667	20	0.0500
chr20:7821976-7821976	45	0.0000	23	0.0000
chr20:9098029-9098029	53	0.0000	22	0.0455
chr20:9497718-9497718	22	0.7727	17	0.5882
chr20:9360412-9360412	40	0.0000	11	0.1818
chr20:7199792-7199792	64	0.0000	22	0.0000
chr20:6118210-6118210	50	0.0200	25	0.0400
chr20:6010115-6010115	20	1.0000	22	0.9545
chr20:8336133-8336133	41	0.5610	21	0.8095
chr20:9004988-9004988	8	0.0000	13	0.0769
chr20:9558407-9558407	24	0.2917	19	0.3684
chr20:9116340-9116340	47	0.6170	12	0.6667
chr20:9774724-9774724	17	0.2353	12	0.2500
chr20:7674729-7674729	39	0.0000	23	0.0000
chr20:9319505-9319505	28	0.1786	10	0.0000
chr20:7115786-7115786	41	0.0488	22	0.1818
chr20:9067915-9067915	13	0.0769	9	0.1111
chr20:6505082-6505082	27	0.0000	13	0.0769
chr20:9541932-9541932	28	0.0000	19	0.1579
chr20:8392420-8392420	53	0.9434	19	1.0000
chr20:7845471-7845471	38	0.2368	16	0.2500
chr20:8726405-8726405	35	0.0000	15	0.0000
chr20:9006141-9006141	13	0.0769	14	0.4286
chr20:9860520-9860520	16	0.0000	13	0.0000
chr20:6385591-6385591	38	0.3158	13	0.4615
chr20:7925828-7925828	57	0.2456	21	0.0952
chr20:6192991-6192991	18	0.6667	17	0.6471
chr20:8137065-8137065	41	0.8049	12	0.7500
chr20:8804019-8804019	32	0.3750	20	0.3000
chr20:7719460-7719460	19	0.0000	12	0.0000
chr20:8261547-8261547	41	0.9024	17	0.8824
chr20:9098481-9098481	42	0.1190	15	0.0000
chr20:6727283-6727283	29	0.0345	14	0.0714
chr20:7471538-7471538	24	0.2500	6	0.0000
chr20:6181578-6181578	31	0.2581	22	0.3636
chr20:8941370-8941370	69	0.2174	15	0.4667
chr20:8058413-8058413	56	0.2679	17	0.5882
chr20:6793774-6793774	28	0.0357	12	0.0833
chr20:9434918-9434918	57	0.2982	17	0.1765
chr20:9944457-9944457	10	0.0000	16	0.1875
chr20:9309218-9309218	35	0.4286	12	0.4167
chr20:6933739-6933739	48	0.0000	9	0.0000
chr20:8236424-8236424	38	0.7105	19	0.6842
chr20:7715559-7715559	53	0.4906	8	0.1250
chr20:9271632-9271632	73	0.9041	11	0.6364
chr20:8776591-8776591	66	0.0455	20	0.0000
chr20:7240385-7240385	39	0.4359	15	0.6000
chr20:8035985-8035985	51	0.2549	11	0.0909
chr20:7083981-7083981	54	0.0000	15	0.0000
chr20:8605118-8605118	46	0.9130	15	0.8667
chr20:9221209-9221209	18	0.0000	18	0.1111
chr20:8479549-8479549	56	0.6964	12	0.8333
chr20:8089164-8089164	43	0.2093	11	0.2727
chr20:8124321-8124321	28	0.7857	17	0.8235
chr20:9410614-9410614	50	0.9400	23	0.8261
chr20:8367760-8367760	48	0.0417	10	0.4000
chr20:6174111-6174111	25	0.0400	15	0.0000
chr20:6238358-6238358	36	0.0000	11	0.1818
chr20:7756971-7756971	46	0.1304	15	0.0667
chr20:6164038-6164038	50	0.2000	10	0.1000
chr20:8624127-8624127	45	0.0000	12	0.0000
chr20:6432763-6432763	51	0.3922	23	0.3043
chr20:6596990-6596990	32	0.1875	21	0.0000
chr20:6191682-6191682	23	0.7826	13	0.8462
chr20:8097500-8097500	62	0.0000	9	0.0000
chr20:6788462-6788462	47	0.0213	13	0.2308
chr20:8369864-8369864	34	0.0000	19	0.1053
chr20:8120188-8120188	35	0.6286	14	0.7143
chr20:6275899-6275899	35	0.8571	17	0.7647
chr20:9990815-9990815	38	0.3421	17	0.1176
chr20:8299529-8299529	55	0.1273	10	0.7000
chr20:6336643-6336643	49	0.7959	13	0.9231
chr20:6395808-6395808	21	0.0952	28	0.5000
chr20:6820725-6820725	50	0.3200	10	0.5000
chr20:8798144-8798144	31	0.5484	15	0.2667
chr20:7187870-7187870	31	0.0000	8	0.3750
chr20:6239478-6239478	42	0.1190	7	0.1429
chr20:6086955-6086955	33	0.6667	16	0.9375
chr20:8120934-8120934	28	0.0000	18	0.0000
chr20:9355131-9355131	50	0.9600	14	1.0000
chr20:9152636-9152636	19	0.0000	17	0.0588
chr20:9313752-9313752	25	0.2800	17	0.2941
chr20:8021368-8021368	46	0.8913	17	1.0000
chr20:6454921-6454921	32	0.0000	19	0.0000
chr20:9893846-9893846	20	0.0000	13	0.1538
chr20:8661689-8661689	38	1.0000	21	0.9524
chr20:7314793-7314793	46	0.7609	11	0.8182
chr20:9946548-9946548	57	0.0000	14	0.0714
chr20:6911894-6911894	53	0.3396	14	0.3571
chr20:6054492-6054492	23	0.1304	22	0.4091
chr20:9911905-9911905	16	0.1250	14	0.5000
chr20:7196028-7196028	47	0.2553	21	0.1429
chr20:9998084-9998084	57	0.2456	19	0.2632
chr20:8987566-8987566	38	0.5263	10	0.6000
chr20:7734704-7734704	46	0.0217	11	0.0909
chr20:8060465-8060465	43	0.3953	19	0.5263
chr20:8883042-8883042	54	0.4630	9	0.4444
chr20:6144130-6144130	34	0.0882	26	0.0385
chr20:7027496-7027496	30	0.2667	18	0.1667
chr20:8625385-8625385	51	0.1961	14	0.2857
chr20:9118393-9118393	31	0.6774	10	0.6000
chr20:6063123-6063123	25	0.6000	12	0.2500
chr20:8918339-8918339	33	0.0303	11	0.0000
chr20:7068367-7068367	45	0.0667	21	0.0000
chr20:6760010-6760010	5	0.0000	26	0.1538
chr20:9114105-9114105	32	0.2188	16	0.2500
chr20:6782625-6782625	31	0.1613	4	0.0000
chr20:8553049-8553049	51	0.7451	22	0.9091
chr20:6155562-6155562	20	0.8000	21	0.7619
chr20:9784745-9784745	20	0.0000	22	0.0909
chr20:8671491-8671491	40	0.6500	14	0.5000
chr20:6563868-6563868	44	0.4091	14	0.2143
chr20:6873549-6873549	53	0.2264	23	0.1304
chr20:7584463-7584463	41	0.0000	23	0.0435
chr20:9721178-9721178	31	0.0000	20	0.1000
chr20:8665729-8665729	62	0.2258	18	0.1111
chr20:8953307-8953307	39	0.0513	25	0.0800
chr20:8575581-8575581	37	0.8649	13	0.5385
chr20:7629619-7629619	60	0.5833	5	0.8000
chr20:9076358-9076358	21	0.2381	12	0.2500
chr20:9110122-9110122	47	0.0851	16	0.1875
chr20:7756999-7756999	41	0.0732	14	0.2857
chr20:9879891-9879891	28	0.6071	13	0.6154
chr20:8916941-8916941	41	0.0244	13	0.0769
chr20:9017190-9017190	46	0.4348	11	0.7273
chr20:9711789-9711789	33	0.4848	19	0.4737
chr20:9538647-9538647	30	0.4000	22	0.3182
chr20:8336616-8336616	39	0.1026	20	0.0500
chr20:9869770-9869770	25	0.1200	9	0.0000
chr20:9616958-9616958	39	0.0000	19	0.0000
chr20:7464269-7464269	35	0.4571	21	0.3810
chr20:6927917-6927917	14	0.5714	10	0.3000
chr20:9761588-9761588	55	0.1455	13	0.0000
chr20:9330632-9330632	45	0.5778	13	0.7692
chr20:6835330-6835330	73	0.1918	14	0.2143
chr20:9329183-9329183	34	0.1765	11	0.3636
chr20:7257458-7257458	48	0.0000	8	0.0000
chr20:9862495-9862495	31	0.0645	5	0.2000
chr20:7799797-7799797	31	0.0968	11	0.4545
chr20:8839219-8839219	32	0.0312	15	0.1333
chr20:6883175-6883175	43	0.0465	16	0.0000
chr20:9129396-9129396	36	0.1944	16	0.0625
chr20:9342382-9342382	44	0.0909	13	0.1538
chr20:6368653-6368653	26	0.3846	14	0.3571
chr20:6017938-6017938	47	0.9787	13	0.8462
chr20:9783539-9783539	56	0.0714	18	0.1111
chr20:8080858-8080858	28	0.6429	18	0.8333
chr20:9491846-9491846	39	0.1538	9	0.1111
chr20:9027502-9027502	60	0.1667	10	0.5000
chr20:9774334-9774334	19	0.4737	22	0.4091
chr20:7268430-7268430	51	0.4510	16	0.7500
chr20:8409287-8409287	45	0.8000	18	0.6667
chr20:7440160-7440160	63	0.3651	12	0.5833
chr20:7414085-7414085	30	0.2667	20	0.3500
chr20:6082366-6082366	37	0.5946	5	0.2000
chr20:6654564-6654564	39	0.1795	25	0.2800
chr20:8537265-8537265	36	0.5833	8	0.7500
chr20:6645161-6645161	26	0.0385	17	0.2353
chr20:7708682-7708682	56	0.4464	17	0.4118
chr20:8795746-8795746	22	0.4545	17	0.4706
chr20:9580465-9580465	31	0.3548	19	0.3684
chr20:8134382-8134382	24	0.6667	12	0.9167
chr20:7273973-7273973	44	0.0227	3	0.3333
chr20:7612115-7612115	30	0.0000	20	0.2000
chr20:9053362-9053362	32	0.0938	11	0.0000
chr20:6188990-6188990	48	0.6458	19	0.3684
chr20:9863582-9863582	42	0.5476	10	0.8000
chr20:6799378-6799378	31	0.0000	27	0.0370
chr20:8861175-8861175	70	0.2286	17	0.1176
chr20:7716605-7716605	41	0.4634	8	0.6250
chr20:7267626-7267626	59	0.3220	7	0.1429
chr20:8501731-8501731	43	0.0000	9	0.0000
chr20:6650355-6650355	35	0.0000	21	0.0952
chr20:7012557-7012557	53	0.0189	23	0.0435
chr20:6683616-6683616	34	0.3529	14	0.5000
chr20:8831622-8831622	31	0.0000	20	0.0000
chr20:8883899-8883899	52	0.1538	20	0.2500
chr20:8881734-8881734	21	0.0000	10	0.0000
chr20:7574474-7574474	69	0.6812	16	0.8125
chr20:7230123-7230123	50	0.1600	20	0.5000
chr20:7228889-7228889	30	0.3667	11	0.3636
chr20:8059168-8059168	16	0.4375	11	0.3636
chr20:9618008-9618008	41	0.6829	14	0.5000
chr20:6439299-6439299	29	0.0690	16	0.0625
chr20:7473490-7473490	57	0.0877	12	0.0833
chr20:9133391-9133391	17	0.0588	20	0.1000
chr20:6299079-6299079	49	0.0000	15	0.0667
chr20:9659582-9659582	57	0.3158	16	0.3750
chr20:8368166-8368166	43	0.8837	19	0.8947
chr20:8484243-8484243	9	0.1111	16	0.1250
chr20:9580264-9580264	16	0.5625	15	0.2667
chr20:7903857-7903857	8	0.7500	12	0.2500
chr20:7605149-7605149	23	0.0000	20	0.0000
chr20:8196734-8196734	27	0.6296	26	0.8462
chr20:9652181-9652181	46	0.3696	16	0.3750
chr20:9196041-9196041	49	0.1633	13	0.0769
chr20:6347755-6347755	67	0.1642	19	0.4211
chr20:9058404-9058404	28	0.0000	15	0.0000
chr20:8730959-8730959	57	0.0877	11	0.1818
chr20:9377636-9377636	49	0.2449	20	0.2000
chr20:7570001-7570001	15	0.0000	14	0.2857
chr20:7472989-7472989	47	0.0000	11	0.0000
chr20:7305922-7305922	49	0.1224	17	0.0000
chr20:7073853-7073853	27	0.3333	20	0.5000
chr20:8141451-8141451	20	0.6000	8	0.6250
chr20:7508022-7508022	29	0.2414	8	0.2500
chr20:7326375-7326375	40	0.0000	18	0.0000
chr20:6337934-6337934	64	0.0781	16	0.0625
chr20:8078759-8078759	58	0.1724	15	0.2000
chr20:7483051-7483051	59	0.0000	9	0.0000
chr20:9224636-9224636	24	0.2917	13	0.3077
chr20:7692958-7692958	46	0.0000	13	0.0000
chr20:7001498-7001498	25	0.0000	18	0.0556
chr20:8334281-8334281	33	0.1818	15	0.3333
chr20:9715119-9715119	29	0.3448	24	0.2917
chr20:6175324-6175324	36	0.0000	14	0.0714
chr20:7315647-7315647	35	0.5714	16	0.3125
chr20:8274895-8274895	54	0.5556	14	0.5000
chr20:8249379-8249379	61	0.3607	16	0.6250
chr20:9327774-9327774	36	0.0000	20	0.0000
chr20:8805285-8805285	66	0.4545	18	0.2778
chr20:8739602-8739602	40	0.1750	19	0.0000
chr20:9983359-9983359	55	0.1818	13	0.3846
chr20:9518732-9518732	21	0.1905	12	0.3333
chr20:7468915-7468915	31	0.0323	18	0.1111
chr20:7265150-7265150	66	0.0152	10	0.1000
chr20:8891709-8891709	54	0.5185	11	0.4545
chr20:9236719-9236719	35	0.9714	7	0.8571
chr20:6277489-6277489	43	0.1395	15	0.0000
chr20:6264070-6264070	54	0.4074	9	0.3333
chr20:8166444-8166444	31	1.0000	28	1.0000
chr20:9381667-9381667	45	0.5556	16	0.5625
chr20:9749527-9749527	52	0.0000	12	0.0833
chr20:9854166-9854166	48	0.3958	7	0.1429
chr20:7991356-7991356	68	0.9559	17	0.8824
chr20:9274050-9274050	30	0.0000	14	0.0000
chr20:7678359-7678359	30	0.1667	19	0.4737
chr20:8169736-8169736	49	0.2857	20	0.4500
chr20:8507780-8507780	54	0.0000	16	0.0625
chr20:9053253-9053253	25	0.0000	16	0.0000
chr20:7550499-7550499	49	0.2041	15	0.1333
chr20:8316406-8316406	35	0.1714	17	0.0588
chr20:6081157-6081157	33	0.8182	15	0.4667
chr20:9121036-9121036	35	0.0000	13	0.0000
chr20:7839863-7839863	18	0.1667	9	0.1111
chr20:9611599-9611599	35	0.2571	13	0.3077
chr20:6255751-6255751	25	0.0000	20	0.0000
chr20:8897834-8897834	30	0.3333	14	0.2857
chr20:8621175-8621175	47	0.5745	13	0.4615
chr20:8771134-8771134	63	0.1270	17	0.2353
chr20:7437850-7437850	18	0.8333	17	0.8824
chr20:7743676-7743676	30	0.0000	18	0.0000
chr20:9050998-9050998	35	0.2857	25	0.3200
chr20:8985432-8985432	30	0.5333	11	0.3636
chr20:7078549-7078549	54	0.0000	15	0.0000
chr20:7536180-7536180	43	0.5814	13	0.5385
chr20:7231191-7231191	50	0.0000	9	0.0000
chr20:6284250-6284250	33	0.3030	15	0.4000
chr20:6007396-6007396	52	0.0000	16	0.0000
chr20:8094544-8094544	44	0.0000	16	0.0625
chr20:8696877-8696877	28	0.5357	15	0.4000
chr20:8959652-8959652	64	0.2344	11	0.5455
chr20:9395505-9395505	36	0.3611	24	0.5417
chr20:7962040-7962040	31	0.7419	2	0.0000
chr20:6103962-6103962	27	0.7407	13	0.7692
chr20:8803127-8803127	41	0.0000	18	0.1111
chr20:7910074-7910074	38	0.4211	21	0.5238
chr20:6602374-6602374	70	0.1429	12	0.1667
chr20:9407944-9407944	27	0.0000	17	0.0000
chr20:6871428-6871428	30	0.1333	22	0.0455
chr20:7414338-7414338	25	0.1200	18	0.3889
chr20:8225066-8225066	59	0.9831	17	0.7647
chr20:8243279-8243279	39	0.4103	12	0.8333
chr20:7891740-7891740	46	0.1739	22	0.3182
chr20:8234147-8234147	54	0.1111	20	0.2500
chr20:7307430-7307430	39	0.4872	10	0.4000
chr20:9483929-9483929	37	0.7297	14	0.5714
chr20:9149954-9149954	35	0.0571	13	0.0769
